fips,name,random1,random2,random3
"45087","Union",93425,89444,60951
"45089","Williamsburg",105769,51233,47533
"45091","York",52878,27512,35991
"46003","Aurora",35989,9633,77296
"46005","Beadle",969722,83527,67023
"46007","Bennett",75552,38677,20130
"46009","Bon Homme",636531,63358,98438
"46011","Brookings",179785,74101,95214
"46013","Brown",913785,73705,42772
"46015","Brule",393864,62389,61663
"46017","Buffalo",586412,60342,18922
"46019","Butte",245401,12492,91926
"46021","Campbell",397876,69626,87493
"46023","Charles Mix",45820,24130,12926
"46025","Clark",244356,42150,59777
"46027","Clay",415256,65491,52016
"46029","Codington",163167,31639,14211
"46031","Corson",999551,80972,10926
"46033","Custer",986994,98435,52581
"46035","Davison",938798,60469,51271
"46037","Day",573068,45159,408
"46039","Deuel",97244,4379,40885
"46041","Dewey",42837,87484,20475
"46043","Douglas",263177,70850,85440
"46045","Edmunds",213826,80566,70902
"46047","Fall River",313978,4555,98286
"46049","Faulk",534686,16279,71382
"46051","Grant",921652,60595,45056
"46053","Gregory",91527,44003,93684
"46055","Haakon",400902,66372,6745
"46057","Hamlin",699524,80066,32112
"46059","Hand",338811,4529,57057
"46061","Hanson",887258,39430,50073
"46063","Harding",715885,88095,45454
"46065","Hughes",942454,91533,79132
"46067","Hutchinson",145505,14715,46356
"46069","Hyde",79637,75607,35485
"46071","Jackson",518770,55596,82835
"46073","Jerauld",648512,33754,63532
"46075","Jones",905863,82217,71761
"46077","Kingsbury",375561,11533,99893
"46079","Lake",46032,61920,5419
"46081","Lawrence",489376,68957,15012
"46083","Lincoln",166383,99456,37142
"46085","Lyman",885052,46228,67451
"46087","McCook",920498,58354,48365
"46089","McPherson",117787,34713,15294
"46091","Marshall",811306,96907,65238
"46093","Meade",757548,79329,30304
"46095","Mellette",850241,65226,80106
"46097","Miner",865574,17957,27797
"46099","Minnehaha",770540,56036,94593
"46101","Moody",36950,20438,41389
"46103","Pennington",358685,21224,73855
"46105","Perkins",178290,56416,86360
"46107","Potter",152804,19838,18435
"46109","Roberts",491449,58566,84179
"46111","Sanborn",479183,21457,7659
"46113","Shannon",127686,29421,35758
"46115","Spink",347857,94535,40602
"46117","Stanley",611860,10385,95215
"46119","Sully",738226,76074,65292
"46121","Todd",135105,63156,56801
"46123","Tripp",200102,5128,45538
"46125","Turner",137939,5985,26420
"46127","Union",718970,59581,63178
"46129","Walworth",461990,15613,30944
"46135","Yankton",615613,71410,91258
"46137","Ziebach",130469,1136,56748
"47001","Anderson",838653,14090,97109
"47003","Bedford",577325,44326,55799
"47005","Benton",279956,69817,76438
"47007","Bledsoe",484372,67522,96828
"47009","Blount",146386,37640,16204
"47011","Bradley",288251,18619,15276
"47013","Campbell",699694,31205,64560
"47015","Cannon",959168,23714,49381
"47017","Carroll",873179,23966,58195
"47019","Carter",479573,34866,64715
"47021","Cheatham",41421,21521,85345
"47023","Chester",20657,35154,41321
"47025","Claiborne",917752,97425,82130
"47027","Clay",975145,54530,53
"47029","Cocke",185414,35993,76934
"47031","Coffee",90988,38725,69026
"47033","Crockett",194530,12812,37860
"47035","Cumberland",737204,73456,66800
"47037","Davidson",103270,500,25035
"47039","Decatur",498797,2864,67696
"47041","DeKalb",336158,61186,7192
"47043","Dickson",116671,45156,64483
"47045","Dyer",940083,57069,72551
"47047","Fayette",763584,41432,37716
"47049","Fentress",164545,23371,72515
"47051","Franklin",773505,48130,60812
"47053","Gibson",825425,48532,48284
"47055","Giles",913520,49824,59951
"47057","Grainger",120175,64522,53239
"47059","Greene",821509,48991,31574
"47061","Grundy",394465,71280,90132
"47063","Hamblen",300592,56909,91579
"47065","Hamilton",606803,52483,27518
"47067","Hancock",168016,12960,59015
"47069","Hardeman",165443,66653,71684
"47071","Hardin",686045,83525,29551
"47073","Hawkins",903897,52186,83954
"47075","Haywood",297292,7324,73056
"47077","Henderson",881901,6559,83406
"47079","Henry",441554,14672,47260
"47081","Hickman",171959,64989,50570
"47083","Houston",281476,471,67920
"47085","Humphreys",197035,13856,3295
"47087","Jackson",213763,65252,91998
"47089","Jefferson",385630,91576,72596
"47091","Johnson",312667,96314,17658
"47093","Knox",849762,52852,6460
"47095","Lake",494537,29371,25739
"47097","Lauderdale",652118,10219,73417
"47099","Lawrence",444318,43160,8665
"47101","Lewis",851545,56777,12080
"47103","Lincoln",462700,44567,63794
"47105","Loudon",435998,95796,44969
"47107","McMinn",165698,73776,64407
"47109","McNairy",269399,14396,91157
"47111","Macon",22398,38783,45447
"47113","Madison",337602,93147,18797
"47115","Marion",559143,18881,13053
"47117","Marshall",582665,72076,8529
"47119","Maury",423689,76009,85116
"47121","Meigs",339516,51029,82134
"47123","Monroe",799980,172,76555
"47125","Montgomery",458117,76284,64679
"47127","Moore",824583,3544,85340
"47129","Morgan",258426,69807,51442
"47131","Obion",147537,10930,62005
"47133","Overton",93465,95333,18407
"47135","Perry",170304,60993,51250
"47137","Pickett",702686,66815,51954
"47139","Polk",279813,18677,54066
"47141","Putnam",986038,38976,65198
"47143","Rhea",849874,31226,9800
"47145","Roane",160279,41707,59561
"47147","Robertson",258126,35312,43165
"47149","Rutherford",535199,61497,34290
"47151","Scott",361791,30860,56252
"47153","Sequatchie",365923,43080,92987
"47155","Sevier",776762,96529,1428
"47157","Shelby",889553,84952,58044
"47159","Smith",145414,5901,42241
"47161","Stewart",563343,57551,74861
"47163","Sullivan",591423,8023,34116
"47165","Sumner",201679,56028,57632
"47167","Tipton",337200,96100,59790
"47169","Trousdale",577960,52368,38822
"47171","Unicoi",318999,40097,64136
"47173","Union",529257,61992,78199
"47175","Van Buren",178051,5738,27347
"47177","Warren",404911,8392,18380
"47179","Washington",897750,1976,25672
"47181","Wayne",289452,98155,55600
"47183","Weakley",906489,35218,18164
"47185","White",453594,26025,92098
"47187","Williamson",799921,96960,76861
"47189","Wilson",399133,22272,52610
"48001","Anderson",556442,63571,98358
"48003","Andrews",754049,64010,8438
"48005","Angelina",229174,71735,32520
"48007","Aransas",329438,17386,46407
"48009","Archer",272413,43448,88809
"48011","Armstrong",81729,13610,10919
"48013","Atascosa",759024,70262,13945
"48015","Austin",227056,25697,3742
"48017","Bailey",248305,51681,665
"48019","Bandera",735704,39052,54774
"48021","Bastrop",734349,30183,48258
"48023","Baylor",628022,21420,56363
"48025","Bee",898895,16913,74217
"48027","Bell",19870,15017,30296
"48029","Bexar",446672,41390,12960
"48031","Blanco",131340,82535,5535
"48033","Borden",956335,53722,12591
"48035","Bosque",905572,34306,68325
"48037","Bowie",200133,48377,83420
"48039","Brazoria",73268,16169,61179
"48041","Brazos",118063,18713,36709
"48043","Brewster",378104,9969,89823
"48045","Briscoe",778315,26503,91433
"48047","Brooks",576880,78490,50534
"48049","Brown",382187,3655,2405
"48051","Burleson",249422,57973,50290
"48053","Burnet",456968,99462,49213
"48055","Caldwell",1648,82049,76125
"48057","Calhoun",106525,82183,16140
"48059","Callahan",177545,99824,6071
"48061","Cameron",349265,49055,47071
"48063","Camp",449172,61924,87704
"48065","Carson",644015,42308,51502
"48067","Cass",544065,29384,43213
"48069","Castro",412335,22751,54000
"48071","Chambers",384794,93330,75359
"48073","Cherokee",556579,95636,33226
"48075","Childress",180081,42304,61200
"48077","Clay",368710,29308,90727
"48079","Cochran",400639,65233,90165
"48081","Coke",192513,19393,34424
"48083","Coleman",315605,55483,23719
"48085","Collin",828578,13570,20310
"48087","Collingsworth",592285,35132,4505
"48089","Colorado",723796,62999,21782
"48091","Comal",662288,34941,38056
"48093","Comanche",882881,57141,17479
"48095","Concho",111619,73975,84379
"48097","Cooke",130854,635,44537
"48099","Coryell",144064,1316,79707
"48101","Cottle",571275,19972,31601
"48103","Crane",184102,24428,92003
"48105","Crockett",542139,61743,7932
"48107","Crosby",632683,91503,4661
"48109","Culberson",642056,95172,63205
"48111","Dallam",511046,17881,62406
"48113","Dallas",173802,52443,34779
"48115","Dawson",588890,42456,57920
"48117","Deaf Smith",353831,20706,97592
"48119","Delta",770379,96430,42611
"48121","Denton",205586,89803,56740
"48123","DeWitt",438470,97675,73151
"48125","Dickens",439743,22229,55054
"48127","Dimmit",231487,6704,61350
"48129","Donley",689342,3371,43166
"48131","Duval",280485,10352,52106
"48133","Eastland",225452,52792,53233
"48135","Ector",288217,81551,27569
"48137","Edwards",498821,25872,81712
"48139","Ellis",914258,93490,97283
"48141","El Paso",135623,9955,98996
"48143","Erath",918010,65937,38703
"48145","Falls",202262,1391,61854
"48147","Fannin",48714,15636,33226
"48149","Fayette",537078,90094,98776
"48151","Fisher",387592,88886,14970
"48153","Floyd",227037,24271,10326
"48155","Foard",345572,756,46590
"48157","Fort Bend",973788,90503,96703
"48159","Franklin",973625,37173,8249
"48161","Freestone",219057,80584,42516
"48163","Frio",531799,76714,8886
"48165","Gaines",350220,88835,35328
"48167","Galveston",359191,39533,64289
"48169","Garza",993020,67088,53693
"48171","Gillespie",666033,91108,39842
"48173","Glasscock",15640,57679,1511
"48175","Goliad",117621,49103,60835
"48177","Gonzales",400432,63761,45272
"48179","Gray",439263,48580,77274
"48181","Grayson",248903,99962,28062
"48183","Gregg",514042,73043,30866
"48185","Grimes",8163,55323,22518
"48187","Guadalupe",528480,89107,64632
"48189","Hale",423447,87294,89819
"48191","Hall",660829,63160,77545
"48193","Hamilton",609348,11596,80366
"48195","Hansford",27886,21347,81402
"48197","Hardeman",331525,91237,15826
"48199","Hardin",824374,3511,94892
"48201","Harris",23564,94629,90560
"48203","Harrison",526816,47581,4441
"48205","Hartley",232279,50210,88394
"48207","Haskell",346223,6201,19815
"48209","Hays",539408,90781,60366
"48211","Hemphill",993746,35732,48129
"48213","Henderson",915134,72853,32294
"48215","Hidalgo",437162,44430,18816
"48217","Hill",657889,70350,2056
"48219","Hockley",83,3754,47887
"48221","Hood",414232,25692,20459
"48223","Hopkins",736220,41847,8973
"48225","Houston",925435,54287,9841
"48227","Howard",324798,31036,42259
"48229","Hudspeth",638339,62774,84067
"48231","Hunt",666309,29170,36829
"48233","Hutchinson",159900,69652,13225
"48235","Irion",215995,62987,33336
"48237","Jack",236147,14555,5643
"48239","Jackson",816108,95476,71152
"48241","Jasper",146412,12887,1443
"48243","Jeff Davis",574504,39464,1200
"48245","Jefferson",506991,28325,83158
"48247","Jim Hogg",309141,23498,96719
"48249","Jim Wells",739126,8082,1349
"48251","Johnson",685942,16946,56085
"48253","Jones",262916,35396,86016
"48255","Karnes",332,66820,15786
"48257","Kaufman",180653,40178,9595
"48259","Kendall",591230,42024,16306
"48261","Kenedy",786772,69366,5333
"48263","Kent",783867,73502,66947
"48265","Kerr",199870,30166,99297
"48267","Kimble",601870,70474,75364
"48269","King",422945,86725,79681
"48271","Kinney",7599,15728,96016
"48273","Kleberg",299472,40634,31087
"48275","Knox",412594,46308,66525
"48277","Lamar",873004,51401,62220
"48279","Lamb",161347,79777,72553
"48281","Lampasas",975887,67248,21459
"48283","La Salle",133996,45276,24305
"48285","Lavaca",37678,36149,68631
"48287","Lee",322517,37100,55250
"48289","Leon",715603,48943,17829
"48291","Liberty",624308,86585,50197
"48293","Limestone",271928,921,78447
"48295","Lipscomb",595954,99260,74335
"48297","Live Oak",620430,88100,84866
"48299","Llano",15960,66678,86860
"48301","Loving",822012,79114,43505
"48303","Lubbock",842782,42696,2566
"48305","Lynn",803968,39220,37638
"48307","McCulloch",407423,33307,79900
"48309","McLennan",964064,44379,2776
"48311","McMullen",984337,42589,6861
"48313","Madison",44889,8003,75790
"48315","Marion",639132,53099,50144
"48317","Martin",490811,14102,12710
"48319","Mason",809695,8913,69774
"48321","Matagorda",114063,46107,94504
"48323","Maverick",425584,24254,60118
"48325","Medina",88624,32448,18730
"48327","Menard",957127,20073,54309
"48329","Midland",778343,17690,15238
"48331","Milam",982972,78254,62580
"48333","Mills",561291,90913,50825
"48335","Mitchell",95366,92379,10176
"48337","Montague",159095,2300,75783
"48339","Montgomery",777552,99199,16414
"48341","Moore",563735,16230,71169
"48343","Morris",335633,50011,39304
"48345","Motley",226806,98911,86414
"48347","Nacogdoches",5907,45041,96669
"48349","Navarro",4552,68176,88427
"48351","Newton",595030,39980,45286
"48353","Nolan",334177,63993,31287
"48355","Nueces",17738,71907,13903
"48357","Ochiltree",407634,7537,52575
"48359","Oldham",243084,16486,54211
"48361","Orange",672411,19673,6554
"48363","Palo Pinto",279654,87753,87918
"48365","Panola",461036,42372,22749
"48367","Parker",584647,58150,50096
"48369","Parmer",480680,45117,74433
"48371","Pecos",175423,30158,40621
"48373","Polk",515195,54512,9336
"48375","Potter",498274,86092,34925
"48377","Presidio",522955,14309,63341
"48379","Rains",864752,44830,98866
"48381","Randall",339488,58915,34373
"48383","Reagan",475732,2244,71801
"48385","Real",105228,59006,56001
"48387","Red River",10098,21798,2023
"48389","Reeves",706617,72839,33234
"48391","Refugio",827305,5348,39041
"48393","Roberts",705606,19615,37683
"48395","Robertson",899906,9941,32581
"48397","Rockwall",509345,34120,45701
"48399","Runnels",590612,4854,16279
"48401","Rusk",435123,92484,62015
"48403","Sabine",771739,46724,58432
"48405","San Augustine",832203,86907,37306
"48407","San Jacinto",128129,29553,29366
"48409","San Patricio",836783,78132,82537
"48411","San Saba",70358,86329,46238
"48413","Schleicher",320940,24909,8994
"48415","Scurry",833997,98996,5504
"48417","Shackelford",406174,99172,38587
"48419","Shelby",67866,52461,14659
"48421","Sherman",756032,30218,7119
"48423","Smith",392155,93515,77336
"48425","Somervell",772016,15134,1331
"48427","Starr",534826,18329,70273
"48429","Stephens",342433,51564,33166
"48431","Sterling",593448,63968,55143
"48433","Stonewall",388988,25489,96085
"48435","Sutton",589804,51282,11807
"48437","Swisher",457436,66797,32340
"48439","Tarrant",49443,6898,24845
"48441","Taylor",367636,59245,58177
"48443","Terrell",469665,26976,56740
"48445","Terry",906511,95150,44560
"48447","Throckmorton",884885,66463,56735
"48449","Titus",713520,74843,33950
"48451","Tom Green",371563,28006,14109
"48453","Travis",724562,52015,28078
"48455","Trinity",110775,82315,33511
"48457","Tyler",664069,84226,56988
"48459","Upshur",770145,14518,53095
"48461","Upton",60787,27512,16050
"48463","Uvalde",950110,74034,1993
"48465","Val Verde",305341,70466,4438
"48467","Van Zandt",415493,45145,69651
"48469","Victoria",65105,58982,7360
"48471","Walker",768916,61204,19253
"48473","Waller",416762,29710,7514
"48475","Ward",226121,86825,33873
"48477","Washington",50612,90162,3915
"48479","Webb",841925,23777,82258
"48481","Wharton",830677,52658,16711
"48483","Wheeler",934381,91551,50041
"48485","Wichita",427813,98496,55596
"48487","Wilbarger",260161,51849,45575
"48489","Willacy",722368,52790,10409
"48491","Williamson",224216,47317,34490
"48493","Wilson",589746,83362,14486
"48495","Winkler",587212,8417,75929
"48497","Wise",160825,886,84419
"48499","Wood",902485,50833,5347
"48501","Yoakum",500190,88580,33314
"48503","Young",735965,8407,28619
"48505","Zapata",79170,46391,82405
"48507","Zavala",627494,6987,40081
"49001","Beaver",965473,69794,10252
"49003","Box Elder",845900,21513,32055
"49005","Cache",800841,57252,61800
"49007","Carbon",70816,2338,55027
"49009","Daggett",700019,96199,1952
"49011","Davis",511458,94935,4014
"49013","Duchesne",137897,99271,12795
"49015","Emery",72667,21669,98643
"49017","Garfield",772118,82078,6156
"49019","Grand",263677,21231,48451
"49021","Iron",970557,13286,83576
"49023","Juab",452584,31134,32233
"49025","Kane",777585,40584,15604
"49027","Millard",660118,63281,11242
"49029","Morgan",718544,38984,36121
"49031","Piute",870319,98748,7469
"49033","Rich",132706,24131,68656
"49035","Salt Lake",441645,63942,40310
"49037","San Juan",454523,460,30801
"49039","Sanpete",598452,22897,21415
"49041","Sevier",331905,79460,49627
"49043","Summit",511487,7127,71914
"49045","Tooele",764036,4936,11605
"49047","Uintah",640187,46654,20103
"49049","Utah",367952,95568,86778
"49051","Wasatch",180026,63294,21343
"49053","Washington",293512,28090,84749
"49055","Wayne",866207,19556,93213
"49057","Weber",56065,81637,90315
"50001","Addison",603345,59353,42180
"50003","Bennington",639327,49294,36251
"50005","Caledonia",810967,35014,96240
"50007","Chittenden",813879,47097,1597
"50009","Essex",967649,14493,35502
"50011","Franklin",622701,8982,59074
"50013","Grand Isle",259248,27301,72150
"50015","Lamoille",257097,59863,28402
"50017","Orange",395344,47882,82295
"50019","Orleans",362793,90990,91939
"50021","Rutland",960380,63892,64792
"50023","Washington",832826,4384,36445
"50025","Windham",700590,38041,36635
"50027","Windsor",138112,97025,49858
"51001","Accomack",219897,10427,59179
"51003","Albemarle",604871,48739,20430
"51005","Alleghany",770527,26220,76237
"51007","Amelia",212930,26295,97557
"51009","Amherst",116484,52199,14838
"51011","Appomattox",854384,32948,83239
"51013","Arlington",753019,22390,11431
"51015","Augusta",980533,96165,24312
"51017","Bath",769314,71157,33281
"51019","Bedford",78041,24773,56121
"51021","Bland",72156,50054,41134
"51023","Botetourt",834816,43945,56852
"51025","Brunswick",41383,35984,65919
"51027","Buchanan",668073,70912,63121
"51029","Buckingham",399799,23640,24308
"51031","Campbell",165285,45897,73676
"51033","Caroline",892534,3269,18509
"51035","Carroll",750128,12376,99047
"51036","Charles City",909859,76723,3124
"51037","Charlotte",688960,31913,35051
"51041","Chesterfield",795866,30566,49551
"51043","Clarke",300933,46880,86951
"51045","Craig",65633,39962,30502
"51047","Culpeper",767183,46039,88165
"51049","Cumberland",886539,56405,38093
"51051","Dickenson",497264,58293,37998
"51053","Dinwiddie",170,55991,45825
"51057","Essex",246739,82106,66753
"51059","Fairfax",388163,44096,11640
"51061","Fauquier",114921,70908,60667
"51063","Floyd",432691,50607,35157
"51065","Fluvanna",501796,18118,7446
"51067","Franklin",48876,77518,62394
"51069","Frederick",14201,23961,80130
"51071","Giles",218468,9722,4237
"51073","Gloucester",182153,12285,19713
"51075","Goochland",424187,51860,27568
"51077","Grayson",47745,80967,93160
"51079","Greene",663145,32083,22380
"51081","Greensville",13396,1334,4449
"51083","Halifax",304522,43862,49703
"51085","Hanover",125618,72280,7688
"51087","Henrico",96588,83743,96077
"51089","Henry",681537,29144,46229
"51091","Highland",369860,57478,88068
"51093","Isle of Wight",551538,69175,92662
"51095","James City",610614,10835,14730
"51097","King and Queen",831455,44728,52788
"51099","King George",369548,83569,92883
"51101","King William",618850,51216,68461
"51103","Lancaster",944267,97244,41480
"51105","Lee",182836,86528,18657
"51107","Loudoun",43104,41926,70151
"51109","Louisa",137571,61458,71566
"51111","Lunenburg",519332,23720,32765
"51113","Madison",748472,87016,75501
"51115","Mathews",416885,11825,16351
"51117","Mecklenburg",767101,25182,19776
"51119","Middlesex",636143,8911,59624
"51121","Montgomery",576075,65454,8031
"51125","Nelson",127539,2019,3514
"51127","New Kent",45930,57092,26473
"51133","Northumberland",111675,50538,13338
"51135","Nottoway",789251,95612,32938
"51137","Orange",809107,45732,20966
"51139","Page",435117,68040,65904
"51141","Patrick",66036,28133,6618
"51143","Pittsylvania",593724,48846,40355
"51145","Powhatan",216374,16550,42656
"51147","Prince Edward",171000,44217,59210
"51149","Prince George",337477,86926,16468
"51153","Prince William",745530,20455,58261
"51155","Pulaski",435313,75272,76220
"51157","Rappahannock",419400,86559,71062
"51159","Richmond",445618,97466,14790
"51161","Roanoke",825353,39503,49508
"51163","Rockbridge",112237,11796,46058
"51165","Rockingham",940638,67710,30401
"51167","Russell",751008,10478,61302
"51169","Scott",773829,24108,16775
"51171","Shenandoah",875865,36552,87603
"51173","Smyth",865589,25392,6642
"51175","Southampton",490561,39217,25853
"51177","Spotsylvania",271479,54391,93517
"51179","Stafford",404119,54338,11041
"51181","Surry",856916,92966,54990
"51183","Sussex",672894,80644,29603
"51185","Tazewell",887405,97883,7245
"51187","Warren",82824,31640,28206
"51191","Washington",334680,45976,62516
"51193","Westmoreland",21073,62647,22914
"51195","Wise",582572,17134,55724
"51197","Wythe",675986,74784,89778
"51199","York",246355,73721,52677
"51510","Alexandria",222605,50234,92021
"51520","Bristol",533190,23362,80627
"51550","Chesapeake",956761,44853,53135
"51590","Danville",167605,81655,91801
"51650","Hampton",720183,19097,78603
"51670","Hopewell",654435,67223,88950
"51680","Lynchburg",568836,89689,22570
"51700","Newport News",935585,11178,98397
"51710","Norfolk",672287,8086,24470
"51730","Petersburg",45016,53662,80927
"51735","Poquoson",820755,90845,60778
"51740","Portsmouth",642391,21515,83437
"51760","Richmond",399910,18588,557
"51770","Roanoke",584031,12021,16542
"51800","Suffolk",164551,74738,13352
"51810","Virginia Beach",130472,26384,13824
"53001","Adams",485981,70501,38876
"53003","Asotin",734607,60213,2350
"53005","Benton",941678,67935,27061
"53007","Chelan",355215,64182,21682
"53009","Clallam",875601,73895,19779
"53011","Clark",817969,2043,63053
"53013","Columbia",678131,16710,40801
"53015","Cowlitz",202297,5260,82432
"53017","Douglas",361978,6672,18625
"53019","Ferry",887026,86657,99378
"53021","Franklin",654816,86080,80018
"53023","Garfield",833920,30264,95109
"53025","Grant",74108,4349,81006
"53027","Grays Harbor",842637,87240,87504
"53031","Jefferson",148230,30397,64685
"53033","King",906391,85413,70049
"53035","Kitsap",907849,88351,40303
"53037","Kittitas",960247,13917,45493
"53039","Klickitat",736620,50777,34510
"53041","Lewis",267918,93074,36389
"53043","Lincoln",36398,94468,53661
"53045","Mason",538090,2448,31491
"53047","Okanogan",739776,34991,31764
"53049","Pacific",875712,74319,29959
"53051","Pend Oreille",729801,7255,73224
"53053","Pierce",235858,66099,61621
"53057","Skagit",405431,90275,53710
"53059","Skamania",166291,9548,29980
"53061","Snohomish",163341,67119,96259
"53063","Spokane",124765,84259,64043
"53065","Stevens",4610,98288,30323
"53067","Thurston",645006,35808,2710
"53069","Wahkiakum",654362,93512,66852
"53071","Walla Walla",600917,25887,44560
"53073","Whatcom",593654,21234,66857
"53075","Whitman",666561,37306,36861
"53077","Yakima",851587,45180,45637
"54001","Barbour",150639,81954,49731
"54003","Berkeley",625321,12787,2220
"54005","Boone",47366,31806,93889
"54007","Braxton",542384,11153,73189
"54009","Brooke",870863,45987,20407
"54011","Cabell",650271,4473,80926
"54013","Calhoun",752723,67217,10928
"54015","Clay",801215,22639,30559
"54017","Doddridge",890354,35630,5853
"54019","Fayette",216636,8760,26819
"54021","Gilmer",382979,84395,12945
"54023","Grant",279490,58810,90042
"54025","Greenbrier",433518,9583,21954
"54027","Hampshire",1008,12227,9403
"54029","Hancock",119739,55274,14852
"54031","Hardy",126999,5567,29087
"54033","Harrison",31125,29919,24254
"54035","Jackson",878150,64208,83103
"54037","Jefferson",332723,49943,55946
"54039","Kanawha",508644,98292,9337
"54041","Lewis",235829,82946,34061
"54043","Lincoln",703820,6329,30973
"54045","Logan",419525,48350,58025
"54047","McDowell",241088,13679,52377
"54049","Marion",935396,98777,32778
"54051","Marshall",302492,48332,40824
"54053","Mason",75914,8875,22734
"54055","Mercer",679892,8289,70485
"54057","Mineral",931650,78058,21205
"54059","Mingo",783409,27830,69231
"54061","Monongalia",270959,30173,20341
"54063","Monroe",63541,86041,49683
"54065","Morgan",556413,55765,2144
"54067","Nicholas",338572,43596,4478
"54069","Ohio",656677,46646,79659
"54071","Pendleton",423396,79402,89884
"54073","Pleasants",107000,786,43935
"54075","Pocahontas",959960,76900,20460
"54077","Preston",416285,54402,41945
"54079","Putnam",380692,93923,70603
"54081","Raleigh",706046,73268,74304
"54083","Randolph",304535,9253,20254
"54085","Ritchie",216768,64320,82740
"54087","Roane",667866,45635,2351
"54089","Summers",331927,68768,61033
"54091","Taylor",218454,9768,48966
"54093","Tucker",646654,91020,55833
"54095","Tyler",216722,12097,80362
"54097","Upshur",440273,23149,27846
"54099","Wayne",848040,30226,666
"54101","Webster",264969,40990,73972
"54103","Wetzel",664876,32125,24854
"54105","Wirt",420398,3260,52139
"54107","Wood",820435,21745,76697
"54109","Wyoming",815254,77386,34656
"55001","Adams",383685,44211,24191
"55003","Ashland",261594,18745,91227
"55005","Barron",200242,93709,6441
"55007","Bayfield",490289,43183,5476
"55009","Brown",480788,52154,33064
"55011","Buffalo",342631,98768,7933
"55013","Burnett",402871,39591,83902
"55015","Calumet",982278,98153,458
"55017","Chippewa",610466,90551,2022
"55019","Clark",213919,5972,50071
"55021","Columbia",648239,96608,11813
"55023","Crawford",595596,30545,68962
"55025","Dane",242250,81898,45305
"55027","Dodge",830614,23486,16438
"55029","Door",355211,32457,86536
"55031","Douglas",651404,49823,29761
"55033","Dunn",321760,28795,81467
"55035","Eau Claire",13946,89728,73980
"55037","Florence",163123,68257,95022
"55039","Fond du Lac",887359,32808,28997
"55041","Forest",811745,88008,57424
"55043","Grant",723184,50060,26856
"55045","Green",558654,59691,69525
"55047","Green Lake",210160,92416,91027
"55049","Iowa",816883,13544,66861
"55051","Iron",343813,21815,91425
"55053","Jackson",995934,10057,96267
"55055","Jefferson",865792,28704,6369
"55057","Juneau",881135,85637,46244
"55059","Kenosha",702928,86547,62480
"55061","Kewaunee",404889,84067,76836
"55063","La Crosse",727067,74524,43952
"55065","Lafayette",969498,31125,81281
"55067","Langlade",71054,24711,89449
"55069","Lincoln",151429,16047,1901
"55071","Manitowoc",576681,5365,65037
"55073","Marathon",763522,10150,13110
"55075","Marinette",621235,39848,68015
"55077","Marquette",676954,84670,18807
"55078","Menominee",235935,10342,22156
"55079","Milwaukee",469782,90953,16419
"55081","Monroe",989375,18537,31078
"55083","Oconto",34831,44624,48706
"55085","Oneida",549070,3564,16371
"55087","Outagamie",491981,64555,44392
"55089","Ozaukee",904922,57041,86699
"55091","Pepin",365262,75591,98302
"55093","Pierce",206256,64032,87688
"55095","Polk",487887,9900,61452
"55097","Portage",460339,36286,24817
"55099","Price",667995,21640,82459
"55101","Racine",804777,69003,28851
"55103","Richland",143415,36820,84851
"55105","Rock",765767,48165,71644
"55107","Rusk",88419,10570,348
"55109","St. Croix",712404,49248,97339
"55111","Sauk",887825,58009,26043
"55113","Sawyer",212931,44311,5770
"55115","Shawano",408618,99080,75772
"55117","Sheboygan",457015,37903,41718
"55119","Taylor",618563,58447,13346
"55121","Trempealeau",69469,85301,87887
"55123","Vernon",679885,82540,92594
"55125","Vilas",776888,13543,50775
"55127","Walworth",35883,3169,82646
"55129","Washburn",789073,43952,93793
"55131","Washington",669500,90014,81099
"55133","Waukesha",157929,79350,53578
"55135","Waupaca",691947,67639,51019
"55137","Waushara",817883,22736,11995
"55139","Winnebago",409959,28046,63384
"55141","Wood",803552,23651,94887
"56001","Albany",25817,24332,21586
"56003","Big Horn",708911,40539,44999
"56005","Campbell",489298,8695,13188
"56007","Carbon",730934,10099,77273
"56009","Converse",542430,38446,42263
"56011","Crook",384226,67582,3024
"56013","Fremont",83272,51543,39603
"56015","Goshen",926426,41089,36986
"56017","Hot Springs",594940,1552,40216
"56019","Johnson",533340,91515,4484
"56021","Laramie",329404,54064,42581
"56023","Lincoln",288049,95040,63866
"56025","Natrona",248959,67760,49503
"56027","Niobrara",315659,49268,45753
"56029","Park",894391,79610,17667
"56031","Platte",190550,19251,25605
"56033","Sheridan",937030,56813,59408
"56035","Sublette",661419,41608,1338
"56037","Sweetwater",992324,479,50156
"56039","Teton",675086,7326,40534
"56041","Uinta",585665,46055,18899
"56043","Washakie",576177,88464,20647
"56045","Weston",285903,87381,70576
